,Suit1,Card1,Suit2,Card2,Suit3,Card3,Suit4,Card4,Suit5,Card5
2225,Diamonds,Jack,Hearts,Queen,Clubs,Queen,Spades,Seven,Hearts,Two
2226,Spades,King,Spades,Six,Hearts,Seven,Diamonds,Four,Clubs,King
2227,Diamonds,Ace,Hearts,Seven,Hearts,Three,Diamonds,Two,Spades,Two
2228,Clubs,Two,Hearts,Three,Clubs,Jack,Hearts,Six,Spades,Jack
2229,Spades,Nine,Hearts,Two,Spades,Five,Diamonds,Ace,Diamonds,Queen
2230,Hearts,Ace,Clubs,Two,Hearts,Two,Diamonds,Seven,Clubs,Ten
2231,Spades,Jack,Hearts,Two,Clubs,Queen,Spades,Six,Spades,Two
2232,Diamonds,Two,Diamonds,Six,Hearts,Eight,Hearts,Three,Diamonds,Ten
2233,Diamonds,Eight,Spades,Five,Diamonds,Five,Hearts,Ten,Diamonds,Four
2234,Diamonds,Jack,Diamonds,King,Hearts,Eight,Spades,Five,Clubs,Seven
2235,Diamonds,Six,Diamonds,Five,Hearts,Nine,Diamonds,Four,Hearts,Three
2236,Diamonds,King,Hearts,Ten,Spades,Jack,Clubs,Seven,Spades,Three
2237,Diamonds,Seven,Hearts,Ace,Spades,Three,Spades,Seven,Diamonds,Five
2238,Hearts,Ace,Diamonds,Six,Hearts,Nine,Hearts,Ten,Diamonds,Four
2239,Diamonds,Ace,Clubs,Four,Hearts,Four,Hearts,Two,Diamonds,Queen
2240,Hearts,Ace,Spades,Six,Diamonds,Seven,Diamonds,Jack,Spades,Eight
2241,Spades,Seven,Diamonds,Ten,Clubs,Queen,Spades,Three,Clubs,Two
2242,Clubs,Three,Clubs,Eight,Hearts,Eight,Diamonds,Three,Hearts,Ten
2243,Spades,Two,Hearts,Seven,Clubs,Ace,Clubs,Four,Diamonds,Ten
2244,Clubs,Two,Spades,Ace,Hearts,Eight,Hearts,Seven,Clubs,Nine
2245,Hearts,Three,Clubs,Five,Diamonds,Five,Spades,Ace,Hearts,Eight
2246,Spades,Seven,Hearts,Jack,Clubs,Four,Clubs,Jack,Diamonds,King
2247,Diamonds,Queen,Clubs,Six,Spades,Two,Hearts,King,Clubs,Nine
2248,Diamonds,Nine,Spades,Three,Clubs,Nine,Spades,King,Hearts,Three
2249,Hearts,Two,Clubs,Four,Spades,Six,Diamonds,Seven,Diamonds,Queen
2250,Spades,Ten,Diamonds,Five,Clubs,Nine,Diamonds,Three,Spades,Jack
2251,Hearts,Seven,Spades,Four,Clubs,Ten,Spades,Two,Diamonds,Queen
2252,Hearts,Ace,Clubs,Ten,Spades,Five,Spades,Ten,Diamonds,Queen
2253,Hearts,Queen,Clubs,Six,Hearts,Ace,Spades,Five,Clubs,Queen
2254,Hearts,Five,Hearts,Queen,Diamonds,Nine,Clubs,King,Spades,Two
2255,Hearts,Three,Hearts,King,Diamonds,Five,Diamonds,Ten,Diamonds,Ace
2256,Clubs,Seven,Diamonds,Ace,Hearts,Eight,Spades,Six,Diamonds,Ten
2257,Clubs,Ace,Spades,Three,Clubs,Six,Clubs,Two,Diamonds,Queen
2258,Spades,Five,Clubs,Three,Diamonds,Four,Spades,Four,Spades,King
2259,Clubs,Two,Clubs,Ace,Spades,Three,Diamonds,Queen,Hearts,Jack
2260,Clubs,Jack,Hearts,Nine,Spades,Six,Diamonds,Six,Hearts,Eight
2261,Spades,Jack,Spades,Six,Hearts,Jack,Clubs,Five,Clubs,Jack
2262,Diamonds,Nine,Hearts,Seven,Clubs,Nine,Spades,Nine,Spades,Ten
2263,Clubs,King,Diamonds,Ace,Clubs,Queen,Diamonds,Six,Diamonds,Four
2264,Diamonds,Jack,Diamonds,King,Diamonds,Four,Spades,Two,Clubs,Three
2265,Hearts,Two,Hearts,Ten,Diamonds,King,Clubs,Ten,Diamonds,Five
2266,Spades,Queen,Diamonds,Five,Spades,Six,Spades,Three,Clubs,Five
2267,Clubs,Queen,Clubs,King,Spades,King,Clubs,Six,Hearts,Queen
2268,Spades,Eight,Diamonds,King,Spades,Nine,Diamonds,Ten,Diamonds,Five
2269,Clubs,King,Clubs,Three,Clubs,Jack,Hearts,Jack,Hearts,Four
2270,Hearts,Four,Diamonds,Jack,Spades,Four,Spades,Eight,Clubs,Four
2271,Hearts,Jack,Clubs,Nine,Spades,Nine,Hearts,King,Diamonds,Queen
2272,Hearts,Two,Clubs,Four,Hearts,Nine,Clubs,Six,Diamonds,Four
2273,Diamonds,Ten,Hearts,Ace,Hearts,Seven,Clubs,Six,Spades,Six
2274,Diamonds,Ten,Clubs,Seven,Clubs,Ten,Hearts,Queen,Hearts,Eight
2275,Diamonds,Nine,Diamonds,King,Hearts,Two,Hearts,Five,Spades,Three
2276,Clubs,Ten,Diamonds,Nine,Clubs,Nine,Spades,King,Diamonds,King
2277,Spades,Ten,Clubs,Seven,Hearts,Four,Diamonds,Eight,Clubs,Ace
2278,Spades,Five,Hearts,King,Clubs,Five,Clubs,Nine,Hearts,Seven
2279,Spades,Four,Clubs,Ten,Spades,Five,Clubs,King,Clubs,Eight
2280,Spades,Four,Spades,Six,Diamonds,King,Spades,Ten,Clubs,Four
2281,Diamonds,Five,Clubs,Five,Diamonds,Three,Hearts,Four,Diamonds,Jack
2282,Hearts,Five,Diamonds,Two,Spades,Five,Spades,Ace,Hearts,Ten
2283,Spades,King,Hearts,Five,Clubs,King,Clubs,Six,Clubs,Nine
2284,Hearts,Three,Hearts,Two,Diamonds,Ten,Clubs,Five,Hearts,Ace
2285,Hearts,Nine,Clubs,Nine,Clubs,Ace,Spades,Two,Hearts,Four
2286,Diamonds,Four,Spades,Three,Clubs,Jack,Hearts,Jack,Hearts,Eight
2287,Diamonds,Ten,Clubs,Four,Diamonds,Eight,Clubs,King,Clubs,Nine
2288,Hearts,Ten,Spades,Seven,Clubs,Jack,Diamonds,Queen,Spades,Six
2289,Hearts,Ace,Spades,Nine,Clubs,King,Spades,Three,Spades,Eight
2290,Clubs,King,Spades,Seven,Diamonds,Six,Hearts,Two,Hearts,Eight
2291,Hearts,Four,Hearts,Eight,Hearts,Seven,Hearts,Six,Diamonds,Six
2292,Clubs,Four,Diamonds,Ace,Hearts,Ten,Hearts,King,Hearts,Eight
2293,Clubs,Queen,Spades,Two,Hearts,Two,Hearts,Seven,Hearts,Ten
2294,Clubs,Six,Spades,Six,Diamonds,Six,Diamonds,Jack,Clubs,Five
2295,Diamonds,Three,Spades,King,Clubs,Ten,Clubs,Six,Spades,Queen
2296,Spades,Ace,Hearts,Queen,Diamonds,Ten,Diamonds,Two,Spades,Two
2297,Spades,Four,Spades,Three,Diamonds,Two,Diamonds,Ten,Diamonds,Four
2298,Spades,Queen,Diamonds,Six,Hearts,Nine,Hearts,Two,Clubs,Ten
2299,Diamonds,Eight,Hearts,King,Clubs,Six,Diamonds,Three,Spades,Four
2300,Spades,Six,Diamonds,Two,Spades,Three,Spades,Ten,Clubs,Three
2301,Diamonds,Jack,Hearts,Eight,Hearts,Five,Diamonds,Three,Clubs,Three
2302,Diamonds,Ace,Diamonds,Two,Diamonds,King,Spades,Ten,Spades,Six
2303,Hearts,Two,Spades,Two,Spades,Ace,Spades,Ten,Clubs,Four
2304,Hearts,Ace,Diamonds,Six,Hearts,Two,Spades,Two,Spades,Nine
2305,Clubs,Four,Diamonds,Two,Diamonds,Four,Spades,Jack,Spades,Six
2306,Diamonds,Six,Hearts,Ace,Spades,King,Clubs,King,Clubs,Eight
2307,Clubs,Two,Hearts,Three,Diamonds,Five,Spades,Seven,Hearts,Two
2308,Diamonds,Queen,Hearts,Eight,Clubs,Eight,Diamonds,Two,Spades,Nine
2309,Hearts,King,Clubs,Six,Hearts,Four,Spades,Six,Clubs,Ten
2310,Hearts,King,Diamonds,Five,Spades,Jack,Diamonds,Eight,Clubs,Five
2311,Spades,King,Clubs,Seven,Clubs,Two,Spades,Nine,Hearts,Two
2312,Clubs,Queen,Spades,Ten,Hearts,Eight,Hearts,Ace,Clubs,Ten
2313,Diamonds,Four,Clubs,Five,Hearts,Six,Diamonds,Eight,Clubs,Eight
2314,Hearts,King,Diamonds,Six,Diamonds,Ten,Spades,Six,Hearts,Queen
2315,Hearts,Eight,Clubs,Jack,Hearts,Two,Clubs,Nine,Spades,Six
2316,Diamonds,Five,Spades,Three,Spades,Seven,Diamonds,Four,Hearts,Eight
2317,Spades,Four,Hearts,Seven,Clubs,Ace,Spades,King,Diamonds,Jack
2318,Diamonds,Nine,Hearts,Five,Clubs,Three,Hearts,Seven,Hearts,Ten
2319,Clubs,Four,Diamonds,Four,Hearts,Four,Clubs,Nine,Hearts,Six
2320,Diamonds,Jack,Spades,Seven,Diamonds,Three,Spades,King,Spades,Nine
2321,Diamonds,Two,Spades,Jack,Clubs,Eight,Clubs,Ace,Diamonds,Five
2322,Diamonds,Four,Hearts,Seven,Diamonds,Three,Hearts,Two,Clubs,King
2323,Spades,Nine,Spades,Ace,Diamonds,Seven,Spades,Seven,Hearts,Three
2324,Spades,Jack,Hearts,Three,Clubs,Jack,Clubs,Six,Clubs,Seven
2325,Clubs,Two,Diamonds,Ten,Spades,Ten,Diamonds,Two,Hearts,Five
2326,Diamonds,Ten,Spades,Jack,Spades,Two,Hearts,Ten,Spades,Four
2327,Hearts,Two,Spades,Queen,Diamonds,Four,Hearts,Six,Spades,Nine
2328,Spades,Two,Clubs,Queen,Clubs,King,Hearts,Eight,Hearts,Seven
2329,Diamonds,Six,Clubs,Eight,Clubs,Ten,Diamonds,King,Diamonds,Ten
2330,Hearts,Seven,Clubs,Ten,Spades,Jack,Hearts,Six,Diamonds,Nine
2331,Spades,Queen,Hearts,Seven,Hearts,Six,Clubs,King,Spades,Nine
2332,Diamonds,Two,Clubs,Jack,Spades,Two,Clubs,King,Spades,Six
2333,Diamonds,Nine,Diamonds,Ten,Clubs,Jack,Diamonds,Five,Hearts,Seven
2334,Spades,Four,Spades,Six,Clubs,Six,Spades,Jack,Spades,King
2335,Clubs,Ace,Diamonds,Ten,Hearts,King,Diamonds,Five,Clubs,Seven
2336,Diamonds,Four,Hearts,Eight,Hearts,Six,Spades,Queen,Diamonds,Three
2337,Hearts,Ace,Clubs,Four,Hearts,Six,Spades,Two,Hearts,Five
2338,Spades,Jack,Clubs,Four,Diamonds,Two,Clubs,Six,Diamonds,Four
2339,Spades,Queen,Clubs,Three,Spades,Ten,Clubs,Jack,Diamonds,Seven
2340,Hearts,Nine,Diamonds,King,Hearts,Two,Spades,Seven,Diamonds,Nine
2341,Diamonds,Eight,Spades,Queen,Clubs,Three,Clubs,Jack,Hearts,Two
2342,Hearts,King,Hearts,Two,Diamonds,Two,Diamonds,Queen,Hearts,Jack
2343,Hearts,Jack,Hearts,Eight,Diamonds,Four,Hearts,Seven,Clubs,Eight
2344,Clubs,Jack,Clubs,Seven,Diamonds,Six,Hearts,Jack,Hearts,Ace
2345,Diamonds,Nine,Clubs,King,Diamonds,Queen,Spades,Six,Spades,Jack
2346,Diamonds,Four,Clubs,Nine,Clubs,Ace,Diamonds,Three,Diamonds,Jack
2347,Hearts,Ten,Clubs,Four,Spades,Nine,Diamonds,Nine,Diamonds,Four
2348,Hearts,Three,Clubs,Ace,Diamonds,Seven,Spades,Two,Spades,Five
2349,Spades,Ten,Spades,King,Spades,Three,Hearts,Nine,Spades,Nine
2350,Clubs,Nine,Hearts,Six,Clubs,Two,Hearts,Five,Hearts,King
2351,Clubs,Three,Clubs,Four,Hearts,Seven,Diamonds,Eight,Diamonds,Five
2352,Diamonds,King,Clubs,Jack,Hearts,Jack,Hearts,Ten,Spades,King
2353,Diamonds,Queen,Diamonds,Three,Diamonds,Ace,Spades,Seven,Clubs,Nine
2354,Clubs,Three,Hearts,Two,Diamonds,Three,Hearts,Ace,Spades,Ace
2355,Spades,Jack,Diamonds,Six,Diamonds,Queen,Hearts,Five,Spades,Nine
2356,Clubs,Eight,Clubs,Jack,Hearts,Ten,Clubs,King,Spades,Two
2357,Spades,Jack,Hearts,Four,Hearts,Queen,Hearts,Jack,Diamonds,King
2358,Spades,Eight,Hearts,Ace,Diamonds,Three,Spades,Seven,Diamonds,Seven
2359,Spades,Eight,Clubs,Four,Clubs,Ten,Spades,Five,Hearts,Ten
2360,Spades,Four,Diamonds,Six,Clubs,Five,Diamonds,Five,Spades,Eight
2361,Hearts,Ten,Hearts,Eight,Diamonds,Ace,Clubs,Ten,Hearts,Nine
2362,Spades,Ten,Diamonds,King,Clubs,King,Spades,Nine,Diamonds,Six
2363,Clubs,Four,Clubs,Two,Hearts,Four,Hearts,King,Diamonds,Six
2364,Clubs,Three,Diamonds,Ten,Diamonds,Five,Clubs,Six,Hearts,Nine
2365,Diamonds,Ace,Diamonds,Ten,Clubs,Jack,Diamonds,Seven,Clubs,Five
2366,Diamonds,Eight,Clubs,Queen,Spades,Nine,Hearts,Eight,Clubs,Five
2367,Spades,Ace,Clubs,Queen,Spades,Ten,Hearts,Eight,Spades,Five
2368,Diamonds,Queen,Diamonds,Nine,Clubs,Queen,Clubs,King,Diamonds,Ace
2369,Clubs,Three,Spades,Queen,Clubs,Ten,Diamonds,Six,Spades,Ace
2370,Clubs,Five,Clubs,Two,Diamonds,Ten,Hearts,Seven,Spades,Ten
2371,Hearts,Five,Hearts,Nine,Spades,Ten,Diamonds,Five,Clubs,Eight
2372,Spades,Ace,Clubs,Three,Diamonds,Two,Diamonds,Jack,Spades,Jack
2373,Diamonds,Seven,Hearts,Five,Spades,Jack,Hearts,Two,Diamonds,Queen
2374,Diamonds,Nine,Clubs,Eight,Spades,Five,Spades,King,Spades,Nine
2375,Spades,Eight,Hearts,Five,Clubs,Four,Diamonds,King,Diamonds,Eight
2376,Clubs,Queen,Diamonds,Queen,Spades,Ace,Clubs,Jack,Spades,Eight
2377,Clubs,Five,Diamonds,Six,Diamonds,Ten,Diamonds,Nine,Spades,Eight
2378,Spades,Jack,Diamonds,Ten,Spades,Six,Clubs,Jack,Clubs,Three
2379,Hearts,Queen,Hearts,Six,Spades,Two,Clubs,King,Spades,Ace
2380,Clubs,Ace,Diamonds,Ten,Clubs,Three,Hearts,Jack,Hearts,Three
2381,Hearts,Three,Diamonds,Five,Clubs,Two,Spades,Queen,Hearts,Two
2382,Hearts,Four,Spades,Nine,Clubs,Queen,Spades,Seven,Clubs,Jack
2383,Clubs,Jack,Diamonds,Queen,Spades,Ten,Diamonds,Three,Diamonds,Nine
2384,Hearts,Two,Hearts,Ten,Clubs,Three,Spades,Nine,Hearts,Four
2385,Hearts,King,Clubs,Nine,Spades,Jack,Clubs,Eight,Diamonds,Six
2386,Hearts,Five,Hearts,Jack,Diamonds,King,Clubs,Ten,Spades,Two
2387,Spades,Four,Hearts,Ace,Hearts,Eight,Spades,Jack,Spades,Queen
2388,Hearts,Three,Clubs,Two,Diamonds,Jack,Diamonds,Two,Diamonds,Six
2389,Spades,Seven,Diamonds,Six,Hearts,Three,Hearts,Two,Spades,Five
2390,Spades,Five,Hearts,Five,Spades,Four,Diamonds,Three,Hearts,Seven
2391,Diamonds,Seven,Clubs,Six,Spades,Seven,Clubs,King,Spades,Three
2392,Spades,Four,Diamonds,Four,Hearts,Seven,Spades,Six,Clubs,Ten
2393,Diamonds,Jack,Spades,Queen,Hearts,King,Spades,Three,Clubs,Ace
2394,Hearts,Five,Hearts,Jack,Diamonds,Two,Hearts,Eight,Diamonds,Seven
2395,Diamonds,Three,Clubs,Five,Hearts,Jack,Clubs,Jack,Hearts,Six
2396,Clubs,Ten,Diamonds,Nine,Diamonds,Ten,Clubs,King,Spades,King
2397,Diamonds,Nine,Hearts,Seven,Spades,Jack,Diamonds,Jack,Clubs,Seven
2398,Clubs,Two,Clubs,Ace,Diamonds,Jack,Hearts,Ten,Clubs,Queen
2399,Spades,Six,Clubs,Two,Hearts,Four,Spades,King,Hearts,Seven
2400,Clubs,Seven,Hearts,Queen,Clubs,Five,Spades,Ten,Clubs,Queen
2401,Clubs,King,Spades,Four,Clubs,Seven,Spades,Ten,Diamonds,Nine
2402,Clubs,Queen,Diamonds,Two,Diamonds,Four,Spades,Nine,Clubs,Jack
2403,Diamonds,Two,Diamonds,Seven,Hearts,Four,Diamonds,King,Diamonds,Ace
2404,Clubs,Six,Clubs,Queen,Diamonds,Ten,Clubs,Two,Spades,Eight
2405,Clubs,Ten,Diamonds,Eight,Spades,Six,Hearts,Two,Clubs,Five
2406,Clubs,Queen,Hearts,Two,Diamonds,Seven,Hearts,Jack,Hearts,Queen
2407,Hearts,Six,Clubs,Queen,Hearts,Three,Hearts,Ten,Hearts,Five
2408,Hearts,Jack,Clubs,Four,Clubs,Three,Hearts,King,Spades,Jack
2409,Spades,Six,Hearts,Queen,Clubs,Four,Spades,Ten,Diamonds,Ace
2410,Clubs,Nine,Hearts,Three,Hearts,Seven,Clubs,Ace,Clubs,Six
2411,Spades,Jack,Diamonds,Five,Spades,Queen,Spades,Six,Hearts,Three
2412,Clubs,Ten,Diamonds,Jack,Spades,Five,Hearts,Seven,Spades,Six
2413,Spades,King,Diamonds,Queen,Diamonds,Five,Spades,Nine,Diamonds,King
2414,Clubs,King,Diamonds,Six,Diamonds,Queen,Clubs,Nine,Diamonds,Nine
2415,Diamonds,Nine,Spades,Queen,Clubs,Jack,Hearts,Eight,Clubs,King
2416,Diamonds,Ten,Clubs,Ten,Clubs,Six,Diamonds,Nine,Diamonds,Two
2417,Hearts,Four,Clubs,Jack,Diamonds,Queen,Spades,Four,Clubs,Ace
2418,Spades,King,Diamonds,Seven,Hearts,Five,Hearts,Three,Diamonds,Eight
2419,Diamonds,Eight,Diamonds,King,Spades,Three,Hearts,Eight,Clubs,Eight
2420,Diamonds,Queen,Hearts,King,Spades,Eight,Hearts,Five,Diamonds,Six
2421,Diamonds,Eight,Hearts,Four,Clubs,Two,Clubs,Jack,Spades,King
2422,Hearts,Six,Spades,Four,Hearts,Three,Diamonds,Jack,Clubs,Jack
2423,Diamonds,Queen,Clubs,Four,Spades,King,Spades,Six,Diamonds,King
2424,Diamonds,Five,Hearts,Four,Spades,Queen,Clubs,Six,Diamonds,Ace
2425,Hearts,Three,Spades,Jack,Clubs,Ace,Spades,Eight,Hearts,Six
2426,Spades,Ten,Diamonds,Ace,Diamonds,Five,Diamonds,Nine,Diamonds,Three
2427,Hearts,Six,Hearts,King,Clubs,Six,Diamonds,Ace,Hearts,Five
2428,Diamonds,Six,Hearts,Seven,Hearts,Four,Clubs,Jack,Hearts,Three
2429,Spades,Six,Diamonds,Eight,Clubs,Seven,Diamonds,King,Spades,Queen
2430,Hearts,Ten,Diamonds,Seven,Spades,Six,Clubs,Nine,Clubs,King
2431,Clubs,Jack,Diamonds,Seven,Diamonds,Ten,Hearts,Nine,Diamonds,Queen
2432,Clubs,Five,Diamonds,Four,Diamonds,Seven,Spades,Ten,Hearts,Seven
2433,Diamonds,Ten,Spades,Six,Spades,Three,Clubs,King,Diamonds,Queen
2434,Diamonds,King,Diamonds,Eight,Diamonds,Four,Diamonds,Nine,Clubs,Ace
2435,Hearts,Queen,Hearts,Jack,Clubs,Four,Diamonds,Five,Spades,Jack
2436,Diamonds,King,Hearts,Jack,Hearts,Five,Spades,King,Spades,Eight
2437,Hearts,Six,Clubs,Six,Clubs,Two,Spades,Two,Diamonds,Jack
2438,Clubs,Three,Clubs,Two,Spades,Ten,Diamonds,Jack,Clubs,Queen
2439,Spades,Four,Clubs,Jack,Clubs,Queen,Spades,Six,Spades,Three
2440,Hearts,Nine,Diamonds,Queen,Diamonds,Ten,Hearts,Two,Spades,Nine
2441,Clubs,Ace,Spades,Nine,Spades,Eight,Clubs,Five,Hearts,Nine
2442,Diamonds,Five,Spades,Three,Diamonds,Four,Diamonds,Seven,Spades,Eight
2443,Diamonds,Ace,Spades,Nine,Clubs,Ace,Hearts,Three,Diamonds,Ten
2444,Diamonds,Jack,Diamonds,Eight,Clubs,Jack,Spades,Four,Diamonds,Three
2445,Clubs,Seven,Clubs,Four,Hearts,Nine,Hearts,Ace,Clubs,Five
2446,Diamonds,Queen,Clubs,Seven,Clubs,Nine,Diamonds,Ace,Spades,Five
2447,Spades,Five,Hearts,Two,Clubs,Five,Hearts,Five,Clubs,Three
2448,Hearts,Jack,Clubs,Nine,Diamonds,Seven,Clubs,Ace,Spades,Eight
2449,Spades,Nine,Hearts,Jack,Clubs,Ten,Hearts,Five,Hearts,Queen
2450,Diamonds,Jack,Spades,King,Diamonds,Two,Clubs,Seven,Clubs,Jack
2451,Diamonds,Eight,Spades,Ten,Diamonds,Three,Clubs,Two,Diamonds,Nine
2452,Diamonds,Ten,Spades,Ten,Spades,Two,Diamonds,Nine,Spades,Four
2453,Hearts,Queen,Clubs,King,Hearts,Ten,Clubs,Ace,Hearts,Six
2454,Spades,Six,Clubs,Four,Diamonds,Two,Diamonds,Queen,Clubs,Five
2455,Diamonds,King,Clubs,Three,Hearts,Jack,Hearts,Six,Clubs,Queen
2456,Clubs,Nine,Hearts,Seven,Hearts,Five,Diamonds,Seven,Clubs,Four
2457,Spades,Eight,Clubs,Ace,Hearts,Six,Hearts,Jack,Diamonds,Nine
2458,Spades,Queen,Clubs,Nine,Diamonds,Queen,Diamonds,Nine,Diamonds,Three
2459,Spades,Jack,Spades,Six,Hearts,Four,Clubs,Ten,Clubs,Ace
2460,Spades,Nine,Diamonds,Four,Diamonds,Two,Clubs,Three,Clubs,Seven
2461,Diamonds,Four,Spades,Ten,Diamonds,Ten,Diamonds,King,Hearts,King
2462,Spades,King,Clubs,Eight,Spades,Four,Spades,Queen,Diamonds,Eight
2463,Hearts,Ace,Hearts,Three,Hearts,Ten,Clubs,King,Hearts,Nine
2464,Clubs,Five,Spades,Two,Clubs,Two,Diamonds,Eight,Spades,Five
2465,Spades,Ace,Diamonds,Queen,Hearts,Two,Clubs,Ten,Diamonds,Eight
2466,Diamonds,Ten,Clubs,Ace,Hearts,Six,Clubs,Jack,Diamonds,Two
2467,Hearts,Eight,Spades,Ace,Clubs,Ace,Clubs,Ten,Spades,Queen
2468,Diamonds,Six,Diamonds,Nine,Spades,Two,Hearts,Ace,Diamonds,Queen
2469,Spades,Jack,Clubs,Queen,Hearts,Five,Hearts,Two,Clubs,Ace
2470,Clubs,Eight,Hearts,Eight,Spades,Five,Clubs,Five,Diamonds,King
2471,Hearts,Six,Hearts,Eight,Diamonds,Nine,Diamonds,Two,Hearts,Queen
2472,Clubs,Four,Clubs,Five,Clubs,Jack,Spades,Six,Spades,Eight
2473,Clubs,Six,Hearts,Ace,Spades,Seven,Diamonds,Two,Clubs,Four
2474,Clubs,Six,Diamonds,Eight,Hearts,Jack,Spades,Three,Hearts,Eight
2475,Diamonds,Nine,Hearts,King,Diamonds,Three,Clubs,Five,Clubs,Eight
2476,Hearts,Five,Diamonds,Jack,Spades,Nine,Diamonds,Seven,Diamonds,Two
2477,Hearts,Four,Diamonds,Two,Clubs,Queen,Hearts,Three,Hearts,Nine
2478,Spades,Queen,Clubs,Six,Diamonds,King,Diamonds,Queen,Diamonds,Two
2479,Spades,Nine,Spades,Four,Diamonds,Six,Hearts,Nine,Clubs,Nine
2480,Diamonds,Two,Diamonds,Seven,Clubs,Jack,Hearts,Queen,Clubs,Ace
2481,Clubs,Three,Spades,Seven,Hearts,Jack,Hearts,Seven,Diamonds,Five
2482,Hearts,Six,Clubs,Ten,Clubs,Six,Hearts,Ten,Hearts,Eight
2483,Hearts,Three,Hearts,Queen,Clubs,Eight,Spades,Nine,Diamonds,Five
2484,Diamonds,Two,Diamonds,Queen,Diamonds,Nine,Clubs,Five,Spades,Three
2485,Clubs,Four,Spades,Queen,Hearts,Eight,Hearts,Jack,Spades,Ace
2486,Clubs,Queen,Spades,Two,Clubs,Jack,Hearts,Queen,Hearts,Eight
2487,Clubs,Ace,Clubs,Four,Diamonds,Six,Clubs,Jack,Hearts,Two
2488,Spades,Ten,Diamonds,Three,Clubs,Eight,Hearts,Queen,Spades,Queen
2489,Hearts,Jack,Spades,Four,Clubs,Jack,Hearts,Ace,Diamonds,Six
2490,Clubs,Seven,Diamonds,Queen,Spades,Seven,Hearts,King,Clubs,Ten
2491,Hearts,Two,Hearts,Three,Diamonds,King,Clubs,Seven,Spades,Eight
2492,Clubs,Four,Diamonds,King,Clubs,Ten,Hearts,Three,Spades,Jack
2493,Hearts,Five,Diamonds,Ace,Spades,Four,Spades,Jack,Clubs,Queen
2494,Spades,Ten,Diamonds,Four,Hearts,Six,Clubs,Six,Spades,Seven
2495,Spades,Ten,Spades,Six,Diamonds,Four,Clubs,Four,Clubs,Nine
2496,Diamonds,Ace,Diamonds,Jack,Diamonds,Four,Clubs,Two,Clubs,Five
2497,Spades,Six,Diamonds,Eight,Spades,Jack,Spades,Four,Diamonds,Ace
2498,Hearts,Ace,Diamonds,Ace,Spades,Eight,Clubs,Two,Spades,Three
2499,Clubs,Two,Diamonds,Ace,Clubs,Six,Hearts,Jack,Spades,Jack
2500,Hearts,Two,Clubs,Six,Hearts,Seven,Spades,Three,Hearts,Four
2501,Hearts,Four,Clubs,Queen,Diamonds,Six,Spades,Jack,Clubs,Two
2502,Hearts,Jack,Diamonds,Ace,Hearts,Ten,Hearts,Three,Spades,Six
2503,Diamonds,Three,Spades,Ten,Spades,Seven,Clubs,Jack,Hearts,Ace
2504,Diamonds,Two,Spades,Six,Spades,Seven,Spades,Five,Diamonds,Three
2505,Diamonds,King,Clubs,Jack,Hearts,Four,Diamonds,Five,Spades,Queen
2506,Diamonds,Nine,Spades,Nine,Spades,Seven,Hearts,Ace,Clubs,Nine
2507,Diamonds,Eight,Hearts,Ace,Hearts,Nine,Hearts,Queen,Spades,Queen
2508,Hearts,Three,Spades,Ace,Diamonds,Queen,Spades,Six,Spades,Jack
2509,Diamonds,Queen,Hearts,Two,Diamonds,Ace,Spades,Three,Diamonds,Two
2510,Diamonds,Three,Clubs,Ace,Clubs,Seven,Clubs,Eight,Diamonds,Ace
2511,Spades,Eight,Hearts,Ten,Clubs,Ten,Spades,Jack,Diamonds,Five
2512,Hearts,Ace,Spades,Ace,Spades,Seven,Clubs,Five,Clubs,Three
2513,Hearts,Two,Spades,Eight,Hearts,Jack,Diamonds,Queen,Spades,Two
2514,Diamonds,Queen,Hearts,Five,Clubs,Six,Hearts,Six,Hearts,Ten
2515,Hearts,Six,Diamonds,Ace,Hearts,Eight,Clubs,Four,Diamonds,Six
2516,Clubs,Five,Diamonds,Ten,Clubs,Eight,Diamonds,Eight,Spades,Jack
2517,Clubs,Seven,Spades,Four,Diamonds,Two,Clubs,Four,Spades,Five
2518,Clubs,Jack,Clubs,Ten,Clubs,King,Diamonds,Six,Clubs,Nine
2519,Clubs,Seven,Clubs,Five,Hearts,King,Diamonds,King,Spades,Jack
2520,Diamonds,Queen,Clubs,Seven,Spades,Nine,Spades,Ace,Clubs,Jack
2521,Hearts,Jack,Hearts,Six,Spades,Queen,Diamonds,Eight,Clubs,Eight
2522,Clubs,Ten,Hearts,Queen,Clubs,Five,Diamonds,Eight,Hearts,Ace
2523,Clubs,Eight,Spades,Ten,Spades,Queen,Diamonds,Eight,Hearts,King
2524,Hearts,Queen,Clubs,Two,Spades,Four,Clubs,Nine,Diamonds,Jack
2525,Spades,Queen,Spades,Seven,Spades,Three,Diamonds,Seven,Clubs,Three
2526,Clubs,Queen,Hearts,Four,Diamonds,Two,Diamonds,Queen,Spades,Two
2527,Hearts,King,Clubs,Eight,Spades,Three,Diamonds,Queen,Hearts,Six
2528,Clubs,Eight,Clubs,King,Clubs,Two,Spades,Ten,Diamonds,Six
2529,Clubs,Nine,Diamonds,Six,Spades,Queen,Diamonds,Ten,Hearts,Two
2530,Diamonds,Two,Diamonds,Five,Diamonds,Eight,Clubs,Four,Hearts,Four
2531,Hearts,Eight,Hearts,King,Clubs,Four,Diamonds,Four,Spades,Eight
